workbook,sheet,row,part_number,description,image_file,matched_site_sku,match_tier
CRS 15.07.2026.xlsx,sheet1,2,100-3901-BK,1967-1969 Camaro Trunk Hinge - LH & RH Black,CRS_15.07.2026__100-3901-BK.png,,
CRS 15.07.2026.xlsx,sheet1,3,100-3904-BK,1967-1969 Camaro Hood Hinge - LH & RH Black,CRS_15.07.2026__100-3904-BK.png,,
CRS 15.07.2026.xlsx,sheet1,4,15420,1:1 PULLEY SET FOR LONG WATER PUMP,CRS_15.07.2026__15420.png,,
CRS 15.07.2026.xlsx,sheet1,5,17015,"4 BLADE STEEL FAN, 15""",CRS_15.07.2026__17015.png,,
CRS 15.07.2026.xlsx,sheet1,6,17016,"4 BLADE STEEL FAN, 16""",CRS_15.07.2026__17016.png,,
CRS 15.07.2026.xlsx,sheet1,7,17018,"4 BLADE STEEL FAN, 18""",CRS_15.07.2026__17018.png,,
CRS 15.07.2026.xlsx,sheet1,8,17019,"4 BLADE STEEL FAN, 19""",CRS_15.07.2026__17019.png,,
CRS 15.07.2026.xlsx,sheet1,9,3014,"Steel U-joint 3/4"" DD To 3/4"" DD",CRS_15.07.2026__3014.png,,
CRS 15.07.2026.xlsx,sheet1,10,62500-BLK,"CHEVY STEEL MOTOR MOUNT, BLACK",CRS_15.07.2026__62500-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,11,62515,TALL STOCKS STYLE MOTOR MOUNTS ZINC,CRS_15.07.2026__62515.png,,
CRS 15.07.2026.xlsx,sheet1,12,62515,TALL STOCKS STYLE MOTOR MOUNTS ZINC,CRS_15.07.2026__62515-2.png,,
CRS 15.07.2026.xlsx,sheet1,13,62600,SOLID TRANS MOUNT,CRS_15.07.2026__62600.png,,
CRS 15.07.2026.xlsx,sheet1,14,62630,CHEVY STEEL FRAME MOUNT,CRS_15.07.2026__62630.png,,
CRS 15.07.2026.xlsx,sheet1,15,62630-BLK,CHEVY STEEL FRAME MOUNT，BLACK,CRS_15.07.2026__62630-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,16,9101571-16,"Mechanical Cooling Fan, 6 Blades, 16""",CRS_15.07.2026__9101571-16.png,,
CRS 15.07.2026.xlsx,sheet1,17,9101571-16,"Mechanical Cooling Fan, 6 Blades, 16""",CRS_15.07.2026__9101571-16-2.png,,
CRS 15.07.2026.xlsx,sheet1,18,9101571-17,"Mechanical Cooling Fan, 6 Blades, 17""",CRS_15.07.2026__9101571-17.png,,
CRS 15.07.2026.xlsx,sheet1,19,91017190,SBC-FAB V/C W/BREATHR TUBES,CRS_15.07.2026__91017190.png,,
CRS 15.07.2026.xlsx,sheet1,20,91017190-BLK,"SBC-FAB V/C W/BREATHR TUBES, BLACK",CRS_15.07.2026__91017190-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,21,91028146,12-volt  Brake Vacuum Pump Kit,CRS_15.07.2026__91028146.png,,
CRS 15.07.2026.xlsx,sheet1,22,91031134L,"GM METRIC UPPER A-ARM, LH, BOLT-IN BALL JOINT, 8""",CRS_15.07.2026__91031134L.png,,
CRS 15.07.2026.xlsx,sheet1,23,91031134R,"GM METRIC UPPER A-ARM, RH, BOLT-IN BALL JOINT, 8""",CRS_15.07.2026__91031134R.png,,
CRS 15.07.2026.xlsx,sheet1,24,91034397-8.5,"1970-81 Camaro Upper Racing Control A-Arm,8.5""",CRS_15.07.2026__91034397-8.5.png,,
CRS 15.07.2026.xlsx,sheet1,25,91034397-9.25,"1970-81 Camaro Upper Racing Control A-Arm,9.25""",CRS_15.07.2026__91034397-9.25.png,,
CRS 15.07.2026.xlsx,sheet1,26,91054715,MONTE SS STOCK CAR FRONT BUMPER KIT,CRS_15.07.2026__91054715.png,,
CRS 15.07.2026.xlsx,sheet1,27,91081009-BLK,"QUICK CHANGE GEAR PAN, BLACK",CRS_15.07.2026__91081009-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,28,91081009-RAW,"QUICK CHANGE GEAR PAN, RAW",CRS_15.07.2026__91081009-RAW.png,,
CRS 15.07.2026.xlsx,sheet1,29,AS-FHSP,"Finned Hilborn Style Air Scoop, Single Carb Mounting Polished",CRS_15.07.2026__AS-FHSP.png,,
CRS 15.07.2026.xlsx,sheet1,30,AS-S05DB,Aluminum Smooth Hilborn Style Hood Scoop for Dual Quad Carbs Black,CRS_15.07.2026__AS-S05DB.png,,
CRS 15.07.2026.xlsx,sheet1,31,AS-S10TB-RED,"Aluminum Smooth Street Hood Scoop Single or Dual Quad Reversible Round Flaps,Black",CRS_15.07.2026__AS-S10TB-RED.png,,
CRS 15.07.2026.xlsx,sheet1,32,AXL-8295CDL-712.5,1982-1995 Cadillac Steel Alex  and Bolts ,CRS_15.07.2026__AXL-8295CDL-712.5.png,,
CRS 15.07.2026.xlsx,sheet1,33,BCK-015,"1967-1970 Ford Mustang Booster Conv. Kit, Auto, Disc /Drum",CRS_15.07.2026__BCK-015.png,,
CRS 15.07.2026.xlsx,sheet1,34,BCK-032,"55-57 Fullsize Chevy Brake Booster Conversion Kit, 1"" Bore,disc/drum ",CRS_15.07.2026__BCK-032.png,,
CRS 15.07.2026.xlsx,sheet1,35,BCK-048,70-78 Camaro 11 In Delco Power Brake Booster/Master Conversion Kit,CRS_15.07.2026__BCK-048.png,,
CRS 15.07.2026.xlsx,sheet1,36,BCK-056,"64-72 GM A, F, X Body Brake 9 In Booster Conversion Kit.64-72 Buick,",CRS_15.07.2026__BCK-056.png,,
CRS 15.07.2026.xlsx,sheet1,37,BCK-074,66-69 Mopar B Body 8 Inch Dual Bendix Brake Booster Kit,CRS_15.07.2026__BCK-074.png,,
CRS 15.07.2026.xlsx,sheet1,38,BCK-081,Universal GM Master Cylinder Kit Adjustable Valve,CRS_15.07.2026__BCK-081.png,,
CRS 15.07.2026.xlsx,sheet1,39,BCK-152-BK,Dual Diaphragm Booster 1973-93 GM Truck Combo,CRS_15.07.2026__BCK-152-BK.png,,
CRS 15.07.2026.xlsx,sheet1,40,BCK-203-Z,"1964 - 1972 GM A Body GMC Chevy 9"" Power Brake Booster Master Cylinder Kit",CRS_15.07.2026__BCK-203-Z.png,,
CRS 15.07.2026.xlsx,sheet1,41,BCK-204-Z,"A-Body 9"" Zinc Power Brake Booster Delco + Power Master Cylinder w/ Bleeders",CRS_15.07.2026__BCK-204-Z.png,,
CRS 15.07.2026.xlsx,sheet1,42,BH-3500,"STAMPED STEEL BRAKE HAT, 3""",CRS_15.07.2026__BH-3500.png,,
CRS 15.07.2026.xlsx,sheet1,44,BOK-PV2-BR,"PV2 Proportioning Valve,Bottom kit,with lines, disc/drum,Brass",CRS_15.07.2026__BOK-PV2-BR.png,,
CRS 15.07.2026.xlsx,sheet1,45,BOK-PV2-BR,"PV2 Proportioning Valve,Bottom kit,with lines, disc/drum,Brass",CRS_15.07.2026__BOK-PV2-BR-2.png,,
CRS 15.07.2026.xlsx,sheet1,46,BOK-PV2-CH,"PV2 Proportioning Valve,Bottom,with lines,disc/drum,Chrome",CRS_15.07.2026__BOK-PV2-CH.png,,
CRS 15.07.2026.xlsx,sheet1,49,BOK-PV4-BR,"PV4 Proportioning Valve,bottom kit,with lines,disc/disc,Brass",CRS_15.07.2026__BOK-PV4-BR.png,,
CRS 15.07.2026.xlsx,sheet1,50,BOK-PV4-CH,"PV4 Proportioning Valve,Bottom kit,with lines,disc/disc,Chrome",CRS_15.07.2026__BOK-PV4-CH.png,,
CRS 15.07.2026.xlsx,sheet1,51,BOK-PV4-CH,"PV4 Proportioning Valve,Bottom kit,with lines,disc/disc,Chrome",CRS_15.07.2026__BOK-PV4-CH-2.png,,
CRS 15.07.2026.xlsx,sheet1,52,BOS-7000C,"7"" Dual Diaphragm Power Brake Booster,Chrome",CRS_15.07.2026__BOS-7000C.png,,
CRS 15.07.2026.xlsx,sheet1,54,BOS-7911Z,"9"" Single  Booster, Bolt on, Zinc",CRS_15.07.2026__BOS-7911Z.png,,
CRS 15.07.2026.xlsx,sheet1,55,BOS-8000C,"8"" Dual  Booster, Chrome",CRS_15.07.2026__BOS-8000C.png,,
CRS 15.07.2026.xlsx,sheet1,56,BR-91031906,"Vented Brake Rotor, 11.75 x .81 Inch",CRS_15.07.2026__BR-91031906.png,,
CRS 15.07.2026.xlsx,sheet1,57,BRK-28134,"Steel Bracket,Silver Zinc",CRS_15.07.2026__BRK-28134.png,,
CRS 15.07.2026.xlsx,sheet1,58,BRK-6570-BLK,Black Bracket for 65-70 Mopar Booster Kit,CRS_15.07.2026__BRK-6570-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,59,BRK-C6772-BLK,"1967-72 Chevy / GM Firewall Booster Bracket, Black",CRS_15.07.2026__BRK-C6772-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,60,BRK-F6673-BLK,1967-1971 Ford Fairlane Torino Ranchero power brake booster mounting bracket,CRS_15.07.2026__BRK-F6673-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,61,BRK-PSP-01B,Saginaw Pump Bracket for PSP-01B- Black,CRS_15.07.2026__BRK-PSP-01B.png,,
CRS 15.07.2026.xlsx,sheet1,62,BRK-PSP-01C,Saginaw Pump Bracket for PSP-01C- Chrome,CRS_15.07.2026__BRK-PSP-01C.png,,
CRS 15.07.2026.xlsx,sheet1,63,BRS-75001,GRAND NATIONAL BEARING SPACER,CRS_15.07.2026__BRS-75001.png,,
CRS 15.07.2026.xlsx,sheet1,64,BRS-95001,PINTO BEARING SPACER,CRS_15.07.2026__BRS-95001.png,,
CRS 15.07.2026.xlsx,sheet1,65,CAP-975,Dust Cap,CRS_15.07.2026__CAP-975.png,,
CRS 15.07.2026.xlsx,sheet1,67,CB-1750-RT,"RT GM 7.5"" REAR CALIPER MOUNT",CRS_15.07.2026__CB-1750-RT.png,,
CRS 15.07.2026.xlsx,sheet1,68,CFL6,"3/8-24, Left Hand, Female, Carbon STEEL, Silver Zinc Plated, 2 Piece Rod End",CRS_15.07.2026__CFL6.png,,
CRS 15.07.2026.xlsx,sheet1,69,CI5564ROD,"Universal GM Master Cylinder Pushrod Kit, includes Clevis/Pedal rod extension/manual push rod/union. All 3/8”-24 thread.",CRS_15.07.2026__CI5564ROD.png,,
CRS 15.07.2026.xlsx,sheet1,70,CI5564ROD,"Universal GM Master Cylinder Pushrod Kit, includes Clevis/Pedal rod extension/manual push rod/union. All 3/8”-24 thread.",CRS_15.07.2026__CI5564ROD-2.png,,
CRS 15.07.2026.xlsx,sheet1,71,CLP-42083,"Caliper, GM Metric RH 78-87",CRS_15.07.2026__CLP-42083.png,,
CRS 15.07.2026.xlsx,sheet1,72,CLP-CB-EC100,Universal Adjustable Emergency E-Brake Cable Kit,CRS_15.07.2026__CLP-CB-EC100.png,,
CRS 15.07.2026.xlsx,sheet1,73,CLP-CB-EC100,Universal Adjustable Emergency E-Brake Cable Kit,CRS_15.07.2026__CLP-CB-EC100-2.png,,
CRS 15.07.2026.xlsx,sheet1,75,CM-D11193,1949-1954 Chevy Mustang II Bolt On Front End Crossmember,CRS_15.07.2026__CM-D11193.png,MMR-CM-D11193,numeric-core
CRS 15.07.2026.xlsx,sheet1,76,CM-F3334,"1933-34 Ford IFS Crossmember, Mustang II Front Suspension",CRS_15.07.2026__CM-F3334.png,,
CRS 15.07.2026.xlsx,sheet1,77,CR-009-BLK,"Black Urethane Transmission Mount, for CHEVY / GM TH350 TH400 700R4",CRS_15.07.2026__CR-009-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,78,CR-010-BLK-S,Single LS1 LS2 Engine Swap Black Polyurethane 3 Bolt Engine Mounts LSX LQ9 SBC BBC,CRS_15.07.2026__CR-010-BLK-S.png,,
CRS 15.07.2026.xlsx,sheet1,79,DBK-A6472R-11D-GRY,"Rear Disc Brake Standard Kit, 64-72 GM A-Body, Drilled Rotors, Caliper Finish Gray",CRS_15.07.2026__DBK-A6472R-11D-GRY.png,,
CRS 15.07.2026.xlsx,sheet1,80,DBK-C5557F-105D+Spindle,1955-57 Chevy Bel Air 2 Inch Dropped Spindle/Disc Brake Conversion Kit(No Master and Proportioning Valve),CRS_15.07.2026__DBK-C5557F-105D+Spindle.png,,
CRS 15.07.2026.xlsx,sheet1,81,DBK-C5558F-11D-BLK,"11 in. Disc Brake Conv. Kit for Full-size Chevy Cars 1955-58,Black",CRS_15.07.2026__DBK-C5558F-11D-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,82,DBK-C5564R-11S,1955-64 Full-Size Chevy Rear Disc Brake Conversion Kit,CRS_15.07.2026__DBK-C5564R-11S.png,,
CRS 15.07.2026.xlsx,sheet1,83,DBK-C5568R-11D-BLK,"Rear Drill/Slotted Disc Brake Kit, 55-68 Impala, Black",CRS_15.07.2026__DBK-C5568R-11D-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,84,DBK-C5864F-11S,"Front 1958-64 Chevy Impala Disc Brake  Kit,11 inch Vented,Solid ",CRS_15.07.2026__DBK-C5864F-11S.png,,
CRS 15.07.2026.xlsx,sheet1,85,DBK-C5864F-11S,"Front 1958-64 Chevy Impala Disc Brake  Kit,11 inch Vented,Solid ",CRS_15.07.2026__DBK-C5864F-11S-2.png,,
CRS 15.07.2026.xlsx,sheet1,87,DBK-C6370F-1175D-6L-BLK,"1963-1970 Chevy 1/2 Ton Pickup Drop Spindle Disc Brake Kit with a kit in 6 stud, drilled slotted black calipers",CRS_15.07.2026__DBK-C6370F-1175D-6L-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,88,DBK-C6370R-12S,"1963-1970 Chevy C10 Truck Rear 6 Lug Disc Brake Kit, 12"" Solid Rotor",CRS_15.07.2026__DBK-C6370R-12S.png,,
CRS 15.07.2026.xlsx,sheet1,89,DBK-F3748F-1175D,"Complete Disc Brake Kit 1937-48 Ford, 5 on 5-1/2 BC",CRS_15.07.2026__DBK-F3748F-1175D.png,,
CRS 15.07.2026.xlsx,sheet1,90,DBK-F5768F-11D,1957-1968 Full-Size Ford Front Disc Brake Kit,CRS_15.07.2026__DBK-F5768F-11D.png,,
CRS 15.07.2026.xlsx,sheet1,91,DBK-F5768F-11D-RED,"1957-1968 Full-Size Ford Front Disc Brake Kit,Red",CRS_15.07.2026__DBK-F5768F-11D-RED.png,,
CRS 15.07.2026.xlsx,sheet1,92,DBK-F6469F-11D,1964.5-69 Ford Disc Brake Conversion Wheel Kit,CRS_15.07.2026__DBK-F6469F-11D.png,,
CRS 15.07.2026.xlsx,sheet1,93,DBK-F6473F-11D,"1964-73 Ford Mustang Front  Disc Brake Conversion Kit, Drum to Disc 11""Drilled Rotors",CRS_15.07.2026__DBK-F6473F-11D.png,,
CRS 15.07.2026.xlsx,sheet1,94,DIS-8360,"Ready-to-Run Billet Distributors,Magnetic Pickup, Adjustable Collar, Vacuum/Mechanical Advance, Chevrolet V8, Each",CRS_15.07.2026__DIS-8360.png,,
CRS 15.07.2026.xlsx,sheet1,95,DS-IMPALA-5964,1959-1964 IMPALA/ BEL air 2 piece T-400 Drive Shaft,CRS_15.07.2026__DS-IMPALA-5964.png,,
CRS 15.07.2026.xlsx,sheet1,96,DW-0370,Rear Coil Over Bracket on CO-GB7888-F500B-R230B Kit,CRS_15.07.2026__DW-0370.png,,
CRS 15.07.2026.xlsx,sheet1,97,DW-0373,Bracket to work with FLK-C6772-2,CRS_15.07.2026__DW-0373.png,,
CRS 15.07.2026.xlsx,sheet1,98,E41001-BLK,"Tall Alum Finned Valve Cover 1958-86 SBC w/ Hole,black,6181BK",CRS_15.07.2026__E41001-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,99,E41001-POL,"Tall Alum Finned Valve Cover 1958-86 SBC w/ Hole,Polished,6181-POL",CRS_15.07.2026__E41001-POL.png,,
CRS 15.07.2026.xlsx,sheet1,100,E41021P-BLK,"Tall Alum Finned Valve Cover 1987 up SBC 305-350 Center Bolt w/ Hole,Black,6191-BLK",CRS_15.07.2026__E41021P-BLK.png,MMR-41021,numeric-core
CRS 15.07.2026.xlsx,sheet1,103,E41027-POL,"Tall Alum Ball Milled Valve Cover 1987-97 SBC 305-350 Center Bolt w/ Hole,Polished",CRS_15.07.2026__E41027-POL.png,,
CRS 15.07.2026.xlsx,sheet1,104,E41105-POL,"Tall Alum Smooth Valve Cover 1965-95 BBC 396-502 w/ Hole,  6330-2 Polished",CRS_15.07.2026__E41105-POL.png,,
CRS 15.07.2026.xlsx,sheet1,105,E41107-POL,"Tall Alum Ball Milled Valve Cover 1965-95 BBC 454 w/ Hole, 6330 Chrome",CRS_15.07.2026__E41107-POL.png,,
CRS 15.07.2026.xlsx,sheet1,106,E41113,Tall Alum Ribbed Valve Cover 1965-95 BBC 396-502,CRS_15.07.2026__E41113.png,,
CRS 15.07.2026.xlsx,sheet1,107,E41203-POL,"Short Nostalgic Alum Finned Valve Cover 1964-73 SBF 260-351W w/ Hole,Polished  6291-POL",CRS_15.07.2026__E41203-POL.png,,
CRS 15.07.2026.xlsx,sheet1,108,E41233-CRM,"Cast Aluminum Big Block Ford 429-460 Framed Valve Cover,Chrome",CRS_15.07.2026__E41233-CRM.png,,
CRS 15.07.2026.xlsx,sheet1,109,E41309-POL,"1958-87 SBC Fabricated Tall Alum Finned Valve Cover w/ Holes,Polished",CRS_15.07.2026__E41309-POL.png,,
CRS 15.07.2026.xlsx,sheet1,110,E41311-POL,E41311-POL,CRS_15.07.2026__E41311-POL.png,,
CRS 15.07.2026.xlsx,sheet1,111,E41312-POL,"87-Up SBC Fabricated Tall Alum Center Bolt Finned Valve Cover w/ Holes,Polished",CRS_15.07.2026__E41312-POL.png,,
CRS 15.07.2026.xlsx,sheet1,112,E41433-POL,"Ford FE 352-428 Fabricated Alum Valve Cover w/ Hole,with 3/4''length long  bolt ,Polished",CRS_15.07.2026__E41433-POL.png,,
CRS 15.07.2026.xlsx,sheet1,115,ES2032S,TIE ROD SLEEVE GM METRIC 78-88,CRS_15.07.2026__ES2032S.png,,
CRS 15.07.2026.xlsx,sheet1,116,ES2034L,"INNER TIE ROD END, GM METRIC",CRS_15.07.2026__ES2034L.png,,
CRS 15.07.2026.xlsx,sheet1,117,ES29LR,1947-59 Chevy/GMC Truck Tie Rod Ends,CRS_15.07.2026__ES29LR.png,,
CRS 15.07.2026.xlsx,sheet1,118,FLK-001,"Triangular Rear 4 Link Kit,for 1932 Ford",CRS_15.07.2026__FLK-001.png,,
CRS 15.07.2026.xlsx,sheet1,119,FLK-002,"Triangular Rear 4 Link Kit in S.S.,for 1932 Ford",CRS_15.07.2026__FLK-002.png,,
CRS 15.07.2026.xlsx,sheet1,120,FLK-C6772-2,"180-230lb Coil Over Kit for Rear Adjustable Conversion Kit, GM 1967-72 A Body, with Wrenches",CRS_15.07.2026__FLK-C6772-2.png,,
CRS 15.07.2026.xlsx,sheet1,121,FLK-DW-0268,64-66 CHEVELLE ADJUSTABLE 4 BAR KIT WITH HARDWARE,CRS_15.07.2026__FLK-DW-0268.png,,
CRS 15.07.2026.xlsx,sheet1,123,FLK-DW-0415WCO,1967-1969 Chevy Camaro SS Z28 Specific Adjustable Rear 4-Link Kit with Coilovers,CRS_15.07.2026__FLK-DW-0415WCO.png,,
CRS 15.07.2026.xlsx,sheet1,124,FP-1003,"Chevy SB 262-400 Mechanical Fuel Pump,V8 Engine, 6 PSI 1/4” NPT Inlet/Outlet",CRS_15.07.2026__FP-1003.png,,
CRS 15.07.2026.xlsx,sheet1,125,FRK-4026,1957-62 CHEVY CLUTCH FORK,CRS_15.07.2026__FRK-4026.png,,
CRS 15.07.2026.xlsx,sheet1,126,GSK-7484,"SBC rubber with steel valve covers gaskets 265-400 1955-93(3/16"")",CRS_15.07.2026__GSK-7484.png,,
CRS 15.07.2026.xlsx,sheet1,127,HB-001C,Aluminum Chrome Steering Wheel Center Horn Button Fits 9 Bolt Steering wheel,CRS_15.07.2026__HB-001C.png,,
CRS 15.07.2026.xlsx,sheet1,128,HGH-6769-FM-BK,"1967-1969 Ford Mustang Hood Hinge - LH & RH,Black",CRS_15.07.2026__HGH-6769-FM-BK.png,,
CRS 15.07.2026.xlsx,sheet1,129,K727,"BALL JOINT, LOWER SCREW-IN",CRS_15.07.2026__K727.png,,
CRS 15.07.2026.xlsx,sheet1,130,LCA-2001L,"70-96 GM FULL SIZE LOWER CONTROL ARM, LEFT SIDE",CRS_15.07.2026__LCA-2001L.png,,
CRS 15.07.2026.xlsx,sheet1,131,LCA-2001R,"70-96 GM FULL SIZE LOWER CONTROL ARM, RIGHT SIDE",CRS_15.07.2026__LCA-2001R.png,,
CRS 15.07.2026.xlsx,sheet1,132,LPU-RED,"UNIVERSAL ENGINE LIFT PLATE, RED",CRS_15.07.2026__LPU-RED.png,,
CRS 15.07.2026.xlsx,sheet1,133,LPU-RED,"UNIVERSAL ENGINE LIFT PLATE, RED",CRS_15.07.2026__LPU-RED-2.png,,
CRS 15.07.2026.xlsx,sheet1,134,LS-2831,LEAF SPRING BRACKET-UNIVERSAL,CRS_15.07.2026__LS-2831.png,,
CRS 15.07.2026.xlsx,sheet1,137,MC-3511-RAW,"GM/Corvette Universal Cast Iron Master Cylinder, 1"" bore  9/16""-18 and 1/2""-20,4 holes",CRS_15.07.2026__MC-3511-RAW.png,,
CRS 15.07.2026.xlsx,sheet1,138,ODS-5106,Chevy GM Flexible Stainless 700R4 Transmission Dipstick 700 R4 Tranny SBC BBC,CRS_15.07.2026__ODS-5106.png,,
CRS 15.07.2026.xlsx,sheet1,139,OP5579D-BK,"Small block Chevy 4 quart oil pan, driver side dipstick location, Fits 1955-79 SB Chevy 283-350 V8，Black  (R9005)",CRS_15.07.2026__OP5579D-BK.png,,
CRS 15.07.2026.xlsx,sheet1,141,OP6476FP-BK,Alum Finned Passenger car front sump Oil Pan 1964-76 SBF Ford 260-289-302 Black(8446-BLK),CRS_15.07.2026__OP6476FP-BK.png,,
CRS 15.07.2026.xlsx,sheet1,140,OP5579FD-BK,"1955-79 SBC Chevy 283-327-350 Oil Pan,Finned Alum. w/ Driver Side Dipstic,Black, 8442-BLK",CRS_15.07.2026__OP5579FD-BK.png,,
CRS 15.07.2026.xlsx,sheet1,142,OP6587FSC,"Steel Stock Oil Pan 1965-87 Ford 260-289-302 V8 Front Sump Oil Pan,Chrome",CRS_15.07.2026__OP6587FSC.png,,
CRS 15.07.2026.xlsx,sheet1,143,PA-107-164,PITMAN ARM FOR  68~72 PS-605 Box,CRS_15.07.2026__PA-107-164.png,,
CRS 15.07.2026.xlsx,sheet1,144,PA-36750-1,"PITMAN ARM, FOR 78~88 PS-800 BOX, Racing Version",CRS_15.07.2026__PA-36750-1.png,,
CRS 15.07.2026.xlsx,sheet1,145,PA-94037020.1,PITMAN ARM  ANGLED,CRS_15.07.2026__PA-94037020.1.png,,
CRS 15.07.2026.xlsx,sheet1,146,PRE104,"1 1/2"" long Pedal Rod Extension, 3/8"" Diameter Hole",CRS_15.07.2026__PRE104.png,,
CRS 15.07.2026.xlsx,sheet1,147,PRE111,universal manual or power master cylinder push rod clevis rod with Ford end,CRS_15.07.2026__PRE111.png,,
CRS 15.07.2026.xlsx,sheet1,148,PRE112,"Ford Universal adjustable Manual Master Cylinder Push Rod Kit, Ford",CRS_15.07.2026__PRE112.png,,
CRS 15.07.2026.xlsx,sheet1,149,PRE5564,Universal pedal rod extension. 4 3/4” long rod. Male & female 3/8” x 24”,CRS_15.07.2026__PRE5564.png,,
CRS 15.07.2026.xlsx,sheet1,151,PSP-01B,GM Saginaw Power Steering Pump with Reservoir Black,CRS_15.07.2026__PSP-01B.png,,
CRS 15.07.2026.xlsx,sheet1,152,PSP-01C,3913C GM Saginaw Power Steering Pump with Reservoir Chrome,CRS_15.07.2026__PSP-01C.png,,
CRS 15.07.2026.xlsx,sheet1,153,PV-Tail,Wire Connector Pig Tail For Proportioning Valve,CRS_15.07.2026__PV-Tail.png,,
CRS 15.07.2026.xlsx,sheet1,154,PV2-BR,"PV2 Proportioning Valve,BR",CRS_15.07.2026__PV2-BR.png,,
CRS 15.07.2026.xlsx,sheet1,155,PV2-CH,"PV2 Proportioning Valve,Chrome",CRS_15.07.2026__PV2-CH.png,,
CRS 15.07.2026.xlsx,sheet1,156,PV2-F-BR,Brass Disc Drum Proportioning Valve Disc Drum Early Ford,CRS_15.07.2026__PV2-F-BR.png,,
CRS 15.07.2026.xlsx,sheet1,157,PV4-BR,"PV4 Proportioning Valve,BR",CRS_15.07.2026__PV4-BR.png,,
CRS 15.07.2026.xlsx,sheet1,158,PVC-BLK,Adjustable Brake  Proportioning Valve with  Distribution Block with fittings,CRS_15.07.2026__PVC-BLK.png,,
CRS 15.07.2026.xlsx,sheet1,159,PVC-SWH,switch used on the Distribution Block,CRS_15.07.2026__PVC-SWH.png,,
CRS 15.07.2026.xlsx,sheet1,160,PVC-Tail,Pig Tail For Adjustable Proportioning Valve,CRS_15.07.2026__PVC-Tail.png,,
CRS 15.07.2026.xlsx,sheet1,162,SGBK-C5864,"1958-64 Chevy Car Power Steering Conversion Kit, 14:1 Ratio",CRS_15.07.2026__SGBK-C5864.png,,
CRS 15.07.2026.xlsx,sheet1,163,SGBK-Chevy500,1955-57 Chevy Bel Air 500 Series Power Steering Upgrade Kit,CRS_15.07.2026__SGBK-Chevy500.png,,
CRS 15.07.2026.xlsx,sheet1,164,SLK-C5864,"1958-64 Chevrolet Impala Steering Linkage Kits,Black",CRS_15.07.2026__SLK-C5864.png,,
CRS 15.07.2026.xlsx,sheet1,165,SP-C5557-2D,"1955-57 Chevrolet Bel Air 2"" Drop Spindle",CRS_15.07.2026__SP-C5557-2D.png,,
CRS 15.07.2026.xlsx,sheet1,166,SP-C6472-2D,"1964-72 Chevelle  GM A/F/X Body 2"" Drop Spindles",CRS_15.07.2026__SP-C6472-2D.png,,
CRS 15.07.2026.xlsx,sheet1,168,SP-F2848-PLN,1928-48 Ford Forged Spindles w/ King Pin Kit  Plain,CRS_15.07.2026__SP-F2848-PLN.png,,
CRS 15.07.2026.xlsx,sheet1,169,SRJ-004,"Steering Rag Joint  3/4""-30 x 3/4"" DD",CRS_15.07.2026__SRJ-004.png,,
CRS 15.07.2026.xlsx,sheet1,170,SRK-5862,1958-1962 Chevrolet Full Size Bel Air Impala Front Suspension Rebuild kit,CRS_15.07.2026__SRK-5862.png,,
CRS 15.07.2026.xlsx,sheet1,171,STR-17747,"STARTER For LEXUS GS300 L6 1998-05, IS300 2001-05, 1.4KW",CRS_15.07.2026__STR-17747.png,,
CRS 15.07.2026.xlsx,sheet1,172,STR-19176,"STATER For TOYOTA 4RUNNER V6 2010-23, 1.4KW",CRS_15.07.2026__STR-19176.png,,
CRS 15.07.2026.xlsx,sheet1,173,STRP-315,"STRP-315, 3""x15' 30,000# STRAP",CRS_15.07.2026__STRP-315.png,,
CRS 15.07.2026.xlsx,sheet1,174,STW-82004,"14"" Polished Black Half Wrapped Billet Steering Wheel,9 Hole,82004",CRS_15.07.2026__STW-82004.png,,
CRS 15.07.2026.xlsx,sheet1,175,STW-82019,"14"" Polished Black Half Wrapped Billet Steering Wheel,9 Hole, 82019",CRS_15.07.2026__STW-82019.png,,
CRS 15.07.2026.xlsx,sheet1,176,SW-804-RED,12-24 V  200A Battery Isolator Switch Red,CRS_15.07.2026__SW-804-RED.png,,
CRS 15.07.2026.xlsx,sheet1,177,TA-7888-MONTE,1978-1988 Chevy Monte Carlo Upper & Lower Rear Trailing Arm Set,CRS_15.07.2026__TA-7888-MONTE.png,,
CRS 15.07.2026.xlsx,sheet1,178,TA-7888-T-MONTE,"1978-1988 Chevy Monte Carlo Upper & Lower Rear Trailing Arm Set, Tubular",CRS_15.07.2026__TA-7888-T-MONTE.png,,
